100	0	0
200	0.264	0.264
300	30075.303999999996	958.76
400	98923.588	1242.4039999999993
500	154051.87200000006	1094.9640000000002
600	216107.83199999988	1271.9279999999987
700	277970.0519999998	1330.0159999999994
800	334520.79199999955	1098.748
900	377874.73199999967	834.3680000000004
1000	442280.8639999997	1302.2279999999996
1100	503847.2719999996	1300.7279999999992
1200	557462.0439999994	1069.7360000000003
1300	625834.8639999998	1301.5359999999987
1400	691973.0039999998	1330.971999999999
1500	757390.2080000001	1261.8279999999997
1600	811104.7439999998	1093.1440000000002
1700	892128.0479999995	1393.0199999999988
1800	956189.7440000001	1188.763999999999
1900	1022878.3520000001	1226.7359999999992
2000	1095541.0999999994	1390.3919999999987
2100	1154132.9999999998	1292.5359999999996
2200	1214887.1639999987	1226.0559999999996
2300	1271419.6599999974	1150.3919999999996
2400	1332324.147999998	1120.3479999999995
2500	1391523.7279999973	1172.9559999999992
2600	1446834.2719999978	1076.52
2700	1512973.4919999982	1254.9279999999987
2800	1580398.7799999996	1279.0919999999994
2900	1634638.5999999996	1091.1720000000003
3000	1704863.0559999987	1307.9839999999988
3100	1759979.031999998	1107.228
3200	1829968.611999997	1455.1439999999989
3300	1894287.6839999976	1354.435999999999
3400	1953817.8319999974	1156.2559999999994
3500	2007672.2399999958	994.4040000000005
3600	2059359.951999995	1186.0359999999998
3700	2115655.2039999943	1154.0839999999996
3800	2178641.403999992	1229.4839999999992
3900	2231426.367999992	1230.272
4000	2284612.443999991	1104.7559999999996
4100	2342119.39199999	1170.1599999999999
4200	2428678.039999988	1600.799999999998
4300	2484919.2839999855	1054.192
4400	2549601.211999984	1317.499999999999
4500	2616655.115999981	1358.907999999999
4600	2673447.37599998	1140.52
4700	2735607.7239999813	1221.9919999999993
4800	2799309.647999982	1218.5799999999995
4900	2878209.035999982	1538.2559999999985
5000	2935811.451999983	1149.6639999999998
100	0	0
200	0.792	0.264
300	17600.144000000008	618.6840000000002
400	72195.81199999999	1127.192
500	136841.65199999997	1268.8999999999994
600	196593.75200000004	1166.5119999999997
700	249834.89600000004	1022.9200000000004
800	317749.2960000001	1376.635999999999
900	373437.01600000006	1227.7279999999996
1000	420520.5760000001	994.6920000000003
1100	485319.13200000016	1198.4559999999997
1200	551043.5080000001	1251.927999999999
1300	608561.2480000003	1203.4559999999997
1400	666198.4160000006	1194.7359999999999
1500	734065.552	1258.0999999999988
1600	802136.9880000006	1361.0719999999994
1700	875973.3520000012	1344.0359999999987
1800	947274.1440000002	1371.907999999999
1900	1006375.1440000002	1060.8479999999997
2000	1070833.3800000001	1220.9839999999997
2100	1130398.0840000007	1240.2999999999993
2200	1194335.368000003	1342.4519999999993
2300	1260038.640000003	1269.1919999999993
2400	1322280.9360000037	1200.792
2500	1381894.5760000031	1226.1639999999993
2600	1442305.1600000036	1158.856
2700	1500112.9360000049	1151.456
2800	1559978.1120000046	1196.0719999999994
2900	1626391.364000004	1281.5919999999994
3000	1691251.316000003	1310.3079999999993
3100	1754068.8680000042	1282.6159999999995
3200	1824405.472000004	1369.6999999999994
3300	1884503.0160000043	1251.999999999999
3400	1950787.752000005	1196.6479999999995
3500	2004141.9400000046	1121.5479999999998
3600	2065498.5120000052	1236.1719999999987
3700	2122270.804000004	1182.016
3800	2193287.2000000062	1342.7119999999984
3900	2251407.9400000074	1137.4639999999995
4000	2317061.7880000086	1388.5079999999991
4100	2379587.9840000123	1236.9999999999995
4200	2439904.8920000093	1204.7199999999996
4300	2497856.056000011	1134.056
4400	2557238.4520000103	1204.8559999999995
4500	2605720.7880000095	1019.5760000000004
4600	2657407.6200000113	1105.208
4700	2732372.6720000086	1290.3479999999981
4800	2792233.708000009	1261.828
4900	2852711.2960000085	1263.7279999999987
5000	2911639.7200000077	1146.492
