100	0	0
200	0	0
300	0	0
400	0	0
500	0	0
600	0	0
700	62.568000000000026	3.4320000000000013
800	54478.812	1114.784
900	104252.57200000003	940.7320000000004
1000	170009.04799999992	1342.927999999999
1100	219511.07199999984	1038.284
1200	272331.53199999983	986.6320000000004
1300	329828.3719999999	1185.8639999999996
1400	399479.96000000014	1402.0359999999991
1500	456538.04400000005	1259.2079999999996
1600	521112.9120000001	1249.1919999999993
1700	577876.3200000001	1139.2279999999998
1800	649232.7799999996	1344.6279999999986
1900	709015.8439999993	1191.744
2000	793620.1999999986	1550.6279999999977
2100	850795.4399999985	1291.452
2200	914072.3559999985	1253.183999999999
2300	964436.4919999989	1072.3080000000002
2400	1040707.7399999988	1406.2719999999988
2500	1112726.4119999993	1407.5999999999988
2600	1174879.895999999	1159.9199999999996
2700	1232427.7319999991	1130.1119999999999
2800	1286975.968	1138.1
2900	1353366.5479999986	1315.0999999999992
3000	1402160.5119999987	1117.9480000000003
3100	1465429.5639999984	1381.4439999999986
3200	1524615.6679999975	1214.2279999999992
3300	1599817.223999998	1355.8999999999983
3400	1661794.515999998	1326.136
3500	1725595.8119999995	1295.5199999999993
3600	1769416.4599999997	936.9400000000004
3700	1825729.2319999998	1248.3079999999995
3800	1883960.7639999997	1094.884
3900	1946585.3320000002	1303.0279999999993
4000	1998440.2519999996	1015.6560000000004
4100	2057133.072	1074.712
4200	2113790.3719999995	1170.228
4300	2178181.216	1168.4639999999997
4400	2246294.284000001	1213.6759999999988
4500	2300900.431999998	1106.3920000000003
4600	2358135.555999998	1218.1440000000002
4700	2422549.6559999995	1200.7919999999992
4800	2489657.5880000023	1359.599999999999
4900	2550544.276000004	1124.9279999999999
5000	2622537.727999998	1427.8959999999993
