3	0	10	
6	3745.0	3875.0	
9	10040.0	10380.0	
12	12648.0	13288.0	
15	14513.0	15543.0	
18	14613.0	15793.0	
21	14613.0	15793.0	
24	14613.0	15793.0	
27	14613.0	15793.0	
30	14613.0	15793.0	
33	14613.0	15793.0	
36	14613.0	15793.0	
39	14613.0	15793.0	
42	14613.0	15793.0	
45	14613.0	15793.0	
48	14613.0	15793.0	
51	14613.0	15793.0	
54	14613.0	15793.0	
57	14613.0	15793.0	
60	14613.0	15793.0	
63	14613.0	15793.0	
66	14613.0	15793.0	
69	14613.0	15793.0	
72	14613.0	15793.0	
75	14613.0	15793.0	
78	14613.0	15793.0	
81	14613.0	15793.0	
84	14613.0	15793.0	
87	14613.0	15793.0	
90	14613.0	15793.0	
93	14613.0	15793.0	
96	14613.0	15793.0	
99	14613.0	15793.0	
102	14613.0	15793.0	
105	14613.0	15793.0	
108	14613.0	15793.0	
111	14613.0	15793.0	
114	14613.0	15793.0	
117	14613.0	15793.0	
120	14613.0	15793.0	
123	14613.0	15793.0	
126	14613.0	15793.0	
129	14613.0	15793.0	
132	14613.0	15793.0	
135	14613.0	15793.0	
138	14613.0	15793.0	
141	14613.0	15793.0	
144	14613.0	15793.0	
147	14613.0	15793.0	
150	14613.0	15793.0	
153	14613.0	15793.0	
156	14613.0	15793.0	
159	14613.0	15793.0	
162	14613.0	15793.0	
165	14613.0	15793.0	
168	14613.0	15793.0	
171	14613.0	15793.0	
174	14613.0	15793.0	
177	14613.0	15793.0	
180	14613.0	15793.0	
183	14613.0	15793.0	
186	14613.0	15793.0	
189	14613.0	15793.0	
192	14613.0	15793.0	
195	14613.0	15793.0	
198	14613.0	15793.0	
201	14613.0	15793.0	
204	14613.0	15793.0	
207	14613.0	15793.0	
210	14613.0	15793.0	
213	14613.0	15793.0	
216	14613.0	15793.0	
219	14613.0	15793.0	
222	14613.0	15793.0	
225	14613.0	15793.0	
228	14613.0	15793.0	
231	14613.0	15793.0	
234	14613.0	15793.0	
237	14613.0	15793.0	
240	14613.0	15793.0	
243	14613.0	15793.0	
246	14613.0	15793.0	
249	14613.0	15793.0	
252	14613.0	15793.0	
255	14613.0	15793.0	
258	14613.0	15793.0	
261	14613.0	15793.0	
264	14613.0	15793.0	
267	14613.0	15793.0	
270	14613.0	15793.0	
273	14613.0	15793.0	
276	14613.0	15793.0	
279	14613.0	15793.0	
282	14613.0	15793.0	
285	14613.0	15793.0	
288	14613.0	15793.0	
291	14613.0	15793.0	
294	14613.0	15793.0	
297	14613.0	15793.0	
300	14613.0	15793.0	
303	14613.0	15793.0	
306	14613.0	15793.0	
309	14613.0	15793.0	
312	14613.0	15793.0	
315	14613.0	15793.0	
318	14613.0	15793.0	
321	14613.0	15793.0	
324	14613.0	15793.0	
327	14613.0	15793.0	
330	14613.0	15793.0	
333	14613.0	15793.0	
336	14613.0	15793.0	
339	14613.0	15793.0	
342	14613.0	15793.0	
345	14613.0	15793.0	
348	14613.0	15793.0	
351	14613.0	15793.0	
354	14613.0	15793.0	
357	14613.0	15793.0	
360	14613.0	15793.0	
363	14613.0	15793.0	
366	14613.0	15793.0	
369	14613.0	15793.0	
372	14613.0	15793.0	
375	14613.0	15793.0	
378	14613.0	15793.0	
381	14613.0	15793.0	
384	14613.0	15793.0	
387	14613.0	15793.0	
390	14613.0	15793.0	
393	14613.0	15793.0	
396	14613.0	15793.0	
399	14613.0	15793.0	
402	14613.0	15793.0	
405	14613.0	15793.0	
408	14613.0	15793.0	
411	14613.0	15793.0	
414	14613.0	15793.0	
417	14613.0	15793.0	
420	14613.0	15793.0	
423	14613.0	15793.0	
426	14613.0	15793.0	
429	14613.0	15793.0	
432	14613.0	15793.0	
435	14613.0	15793.0	
438	14613.0	15793.0	
441	14613.0	15793.0	
444	14613.0	15793.0	
447	14613.0	15793.0	
450	14613.0	15793.0	
453	14613.0	15793.0	
456	14613.0	15793.0	
459	14613.0	15793.0	
462	14613.0	15793.0	
465	14613.0	15793.0	
468	14613.0	15793.0	
471	14613.0	15793.0	
474	14613.0	15793.0	
477	14613.0	15793.0	
480	14613.0	15793.0	
483	14613.0	15793.0	
486	14613.0	15793.0	
489	14613.0	15793.0	
492	14613.0	15793.0	
495	14613.0	15793.0	
498	14613.0	15793.0	
501	14613.0	15793.0	
504	14613.0	15793.0	
507	14613.0	15793.0	
510	14613.0	15793.0	
513	14613.0	15793.0	
516	14613.0	15793.0	
519	14613.0	15793.0	
522	14613.0	15793.0	
525	14613.0	15793.0	
528	14613.0	15793.0	
531	14613.0	15793.0	
534	14613.0	15793.0	
537	14613.0	15793.0	
540	14613.0	15793.0	
